cleaned_stemmed,sentiment_prediction
iya si mulyono sambut banyak orang emang karna harap bansos coba rakyat makmur miriss bansos kalah akaal sehat,negative
hahaha jilat pancing mlh emosi tambah lihat super jilat,negative
fix tonton bodoh lulus hukum jalur belah paham etimologi dri buku yg baca dosen lawan bos,negative
manusia rasa diri kyk tuhan mulut yg percaya tahu semua orang wadah reporter yg dukung,negative
aku muak sama roky gerung,negative
duhh aiman gimana si silverster udah ngawur gitu kok gk stop aja mulut,negative
hahaha pusing bangett lawan rocky,negative
orang gak ngerti hukum walaupun gak tau istilah yg ucap rocky gerung tau poin bicara nah si silvestre gak ngerti,negative
benar kok rocky apa selalu arah buku jadi dosen aja memang kalo gitu,negative
the best rocky,positive
ngefans banget sama cara pikir rocky gerung sangat out of the box knowledge beliau sangat luar cerdas manusia umum,negative
rocky gerong nenek moyang indonesia guna buat bangsa sendiri kalau cina mau cari untung negeri,negative
sadis bung rocky bukan lawan lu jd malu kan tuh lola,negative
biasa orang yg anggap bodoh pd orang lebih bodoh tp tutup bodoh sendiri,negative
bj habibie rocky gerung dua idola cerdas tajam,positive
the best rocky gerung,positive
wah silvester lebih cocok jadi preman pantess sihh negeri kan jabat preman das,positive
suara keledai lebih baik suara yg terik,positive
gemes sama moderator diem terus pas rg potong,negative
keren abis bung rocky mancing emosi lawan liat bgt siapa yg tolol,negative
simbol tolol silfester,negative
t,neutral
aku suka sama bang roky,positive
maantaap bung rg,positive
ih gemes bgt gue liat,negative
bikin malu diri sendiri silvester,negative
org roki bangsa indonesia ancur bank jago,negative
si rg kan selalu gt ad hominem abusive cm yg dg zemua terminologi filsafat yg cm otak cm bung silvester pancing ha ha,negative
jangan pakai silfer budang perintah malu,negative
rusak fer,negative
lawyer pesong,positive
jangan libat silfer daksm giat debat,negative
rocky subtandi silfer oada basa basi,positive
silfer lari nyata,positive
lanjut rocky lawan terus situ masyarakat tau mana yg jilat,negative
pancing si ikan,negative
bravo bang rocky,positive
mohon tanya kl silvester iq nya berapa qiqiqiqiqi,positive
manusia biasa kecuali malaikat lapuk,negative
hihihi orang pintar bicara bebas muter orang pintar bodoh orang yg pintar hehee logika ku suka kata rocky,positive
bung roky kalo ngomong terlalu tinggi orang indonesia rata suka nya yg sederhana,negative
opo ki roki gerung ajak ngomong poin kok mbulet kayak orang bingung harus klau roki tu pinter mesti gak kyak gitu ngomongnya ribet roki,negative
siar televisi jangan laah undang macam rocky pecah belah bangsa cuma kerja nya apaa lah buat indonesia gak nol cuma ngomong aja nya bnyk,negative
ta bs jawab antek mulyono hbs gk bs angkat bicara silfester dunggu,negative
akal sehat bicara tenang lihat penting bicara dungu lihat ilmu balas ilmu bukan asumsi caci rg nyala,negative
pasal pasal bukti bukti bukti yg jelas pasal yg jelas malah gak jelas mata hukum bung dukung bung roki cayoo,negative
tong kosong nyaring bunyi nya yg kosong gak kan jadi apa jadi sampah masyarakat banyak mutar,negative
mantao roky gerung marah senyum informasi dunia politik yes,negative
aiman jadi ketawa bujang lapuk,negative
bapak roky tua hidup banyak sifat positif jangan selalu pikir negatif orang nikmat usia tua selalu pikir positif kata baik ikan teladan baik anak indonesia,positive
kalau bicara demokrasi bagi berapa kata berapa dimensi berapa alternatif siapa pakar ilmuwan pertama kali cipta kata dasar demokrasi jadi wacana ilmu alloh walaupun tulis tinta laut darat cukup orang filsafal roky gerung irulah jawab jos,negative
sok pinter roti goreng bicara kasar kata dosen profesor rasa yg pinterr indonesia kl bicara gampang teori kerja nol tong kosong nyaring bunyi sdh hukum alam,negative
pepatah bilang pak roky gerung serang ilmu catur serang pion dulu cara bina mahasiswa gampang kuda benteng kuncung patihnnya belakang punya prajurit rakyat masa semua tumbang binasa jos,negative
kali akhir gue stuju sama rg,negative
hidup silvester,positive
pak roky gerung nangtang profesor silvester siapa silvester cerdas perlu tau silvester luar biasa jebak gaya hipnotis,negative
katain bujang lapuk bung rocky jawab dgn sejarah bujang lapuk dunia gilir silfester dikatain bodooh ee malaah emosi kaciaan de lu,negative
mantap suka silvester jebak kata kata mudah hipnotis jos mulai kalah be diri mulai e kalah mondar mandir ha ha ha bagus silvester jos,positive
ilmu filsafat tanding ilmu punya ilmu saefi kawan benar atas mahluknya ilmu al qur anul karim,positive
kata lambang lambung lampung beda arti,negative
filsafat kata kata ha ha ha kunci andai andai benar salah i bukan ilmu,negative
minimal ajar dlu pak baca buku kek kok diliatin kali bodoh pak,negative
klo ijazah dr univ ilegal bsa msk penjara gk si,negative
nyaman rocky gerung sikat silfester,positive
tetap jaya rocky gerung,positive
silvester terlalu banyak makan duit haram jadi gitu maafin yak,negative
sambut timsus harap sembakonya,positive
wkaakaakka ngakak baangett ini contoh orang beneran ajar pura ajar ygy beneran ajar bung rocky,negative
hajar bung rocky tonton bodoh nya sendiri,negative
silvster lihat bodoh dg serang pribadi bukan dg ilmu rg selalu klass respect,negative
bikin malu keluarga gak gau malu kau silvester,negative
org bodoh bilang bodoh singgung org pintar bilang bodoh senyum aja bilang memang bodoh tahu banyak yg tahu,negative
mantap bung roky,positive
ganti ngabalin,negative
udah nggk tau yg aku jelaskn yg pasti pak rg itulash cara berfikir sekaligus cara hidup jujur dn ter arah pak jas hijau parah kok jadi jabat indonesia,negative
ad yg menyetuh pk jokowi rakyat indonesia bkln mluncur,negative
jokowi presiden,positive
presiden jokowii,positive
cara bung roky cerdas cara tunjuk benar nya,positive
bilang dungu dulu rocky gerung siapa mau bilang dungu,negative
oceh gerung kaya burung beo,negative
beda jaring,positive
lanjut pak rocki hajar terus,positive
dah kl lebih tonton gk bosan aku nonton nya tengok si roky nantang gaya hot,negative
pah emg salah ngomong jilat klo gk ngerasa keep calm dong,negative
mantan dosen paling dungu roki gerung tahun,negative
bang rocky emang pinter bgt orang jenius tp aneh orang pinter sini ga pake,negative
ilmu tenang mahal luarbiasa prof rocky,negative
roky memang hebat msju terud,positive
pak rocki bela rakyat,positive
gas broo jangan beri sempat sidungu unk berangan angan yg tdk pernah beri solusi,negative
contoh bangkai busuk pahzamkan bangkai busuk kalau otak roki bohong siapa yg salah roki iru bohong,negative
jadi orant tak punya otak tanya ganti tanya terang roki,negative
dah jelas manusia tdk punya agama ajak debak lawan roki orang yg sama otak sama orang bangsa indinesia disamaka dgn budaya orang,negative
moga sehat ter sang berani bung roki,negative
menutipi salah marah hha karna mersa diri paling benar gas sc trus bang rocky,negative
aiman orang roki gerung gk usah undang dlm acr apa roki sengaja siap adu domba atwpun provokator yg sangat bahaya nkri,negative
sehat selalu bung rocky tetap jalan benar bung rocky cerdas selalu bangsa bung rocky tahu politik indonesia pikir cerdas bung rocky aku dukung,positive
rocky gerung jangan panggil acara apa sangat bahaya suka provokator,negative
sehat selalu bung rocky tetap jalan benar bung rocky cerdas bangsa tahu politik pak,positive
the best rocky gerung bijak politiik,positive
roki cu ma pinter keblinger cuma ngejebak aja gaada bukti,negative
menang apa jas biru rocky gerung acara menang,positive
bung rocky sangat guna buat bangsa jaga cara pikir,positive
komen sini bedain mana jilat mana org yg berfikir,positive
rocky cerdas bangsa,positive
selalu rendah org,negative
media harus nilai org kyk gitu tak usah undang,negative
roky bukan debat muter muter,neutral
tiada damai sejahtera rg,neutral
rg bawa keliling banyak buat banding gak perlu rg licik pandang lemah orang,negative
rocki terlalu teori praktek jamin beranta,negative
orang kritikus cerdas bahasa jorok pak roki orang kritikus sejati punya etika bahasa yg baik orang emosi karna bahasa kritik jelas pak roki yg terlalu panjang lebar,negative
pak roki asli cerdas jelas ilmu tahu rumit sulit erti jelas orang yg cerdas mudah kali jelas orang orang yg cerdas jelas simpel mudah erti logika pak roki sangat rumit buat emosi orang pak roki jelas terlalu panjang lebar cara jelas orang yg cerdas pak roki,negative
success is not free you have to jilat for it wwkkwkwk,negative
lanjut,positive
serunyaa,positive
ngaur ngaur ngaco benar aja,negative
gilaa keren banget ni episode,negative
hahaha ngaku orang hukum ga debat pancing pake kata kata kasar ikan cupang pancing emosi nih,negative
justru baju biru hina nama baik orang yebelin banget sih,positive
being and nothingness tulis sartre kalau martin heidegger nulis judul being and time apa mungkin krn mirip jadi tukar,negative
aku rasa lebih guna bung rocky,negative
lh bimbing filgester tempat yg sepi lalu keroyok rame,negative
kalau otak udah kena uang korupsi berani klaim jokowi baik benar sdngan kan nabi muhamad udh catat dlm sejarah ragu hati,negative
ulang ngakak tonton bodoh mu silvester,negative
banyak pasal undang undang langgar jokowi banyak uu ubah se enak jidak,positive
rocki gerung sedang ada ruang debat lancar tuduh arti apa argumen bukti bukti sampai simplle muter muter jauh akhir ngeles jijik ngapain debat bawa bawa isi buku emang kampus,negative
gk bosan nya nnton yg,negative
bukan masalh pribadi masalh negara kau bung gk nyambung,neutral
gr tu gk pnya bukti tpi blang pnya bkti klau dtanya bkti cma balik balik ja gr kau ni gk da guna,negative
you ngaku,positive
dungguu,negative
bansos bukan cawe cawe yah,neutral
kok kalian undang roki otak nya,negative
ha ha ha malu kau tuna,negative
panik bung roky tutup tidak tahu sering jawab mutar mutar,negative
roko basemi cundang kerong,negative
orang residivis mantan napi kok tau parsimoni mantan napi ni si manusia silver ni telusur rekam jejak,negative
kalau pribadi soal rg profesor dungu kalau buat sok pintar bicara semena kayak gk yg berani sama padahal orang yg paling pinter orang gk pernah kritik kritik tp soal rg terlalu lewat,negative
roki cakap tong kosong,negative
buzzer jilat muncul,negative
silvester otak kecil hajar boss rocky mantapp,positive
nyala bung rocky,negative
yahh pancing,negative
rg kalau ngomong politik gak yg sejajar dgn bahkan habis kalau ngomong soal ahli filsafat siapa baik maupun luar sorry pak silfer mending jgn debat kalau blm kuasa materi pelanting akhir malu sendiri mau kasih coment soal rg kalau bicara soal bola bukan insan bola perhati bola jurnalis bola jadi masyarakat indonesia jgn tabrak dgn pandang loe yg terlalu bodoh bola rasa tonton yg nikmat siapa baik gol atas bawah jadi timnas wajib bela siapa yg noda juang timnas lawan ingat ultras paham,negative
bukti lihat jelas kebodohanya ada cerdas emosional roky lehih unggul cerdas emosional,positive
anjir full bantai mah silvester malu sendiri nontonnya,negative
satu ikan pancing kelas kali bung rocky ah,negative
silfer qodori armando budi ari noel andi asrun salfator kuntadi ngabalin panel barus geng solo,negative
beda level bung rocky wkwkwkk,negative
ngabalin part sekian,positive
rg muter gak jelas,negative
dosen versus acara gaasspooll,positive
success is not free you have to jilat for it,negative
dungu sekali memang debat kok emosi sprri bung rocky debat siapa tak pernah emosi,negative
lah gerung sok pinter,negative
org aneh malah kasih panggung,negative
wkwkw dungu emosi wkwk,negative
hahaa rg ahli filsuf lawan mana nyambung otak ujung nya emosi,negative
pak klau debat biasa aja gak pakai emosi lihat pak skrang siapa yg jadi orang prabowoo,negative
pak rocky kata bodoh milik benar ehh langsung emosi payah lihat pikir,negative
no rocky no party orang lawyer tpi kurang teori,neutral
mantap cerdas bang rocky,positive
cuma ngomong,negative
lihat siapa kosong,positive
koreksi om roki being and nothingness sartre bukan heidegger sisa joss lah mantap,positive
asli penasaran bgt yg duduk sana terus bela mulyono gibrin sm kesang bayar berapa kalo bela rakyat sampe segitu jg,negative
bang rocky jelas dulu dasar kerangka pikir debat debat dgn orang tp orang tak paham apa yg debat,negative
bener rocky gerung cundang beri bukti cawe cawe,negative
begini pak rocky sampeyan bilang bodoh orang malu maluin ui ajha sampeyan dosen ui,negative
sehat selalu bang roky silfester sampah,negative
tampar keras buat inews jangan pernah undang si jilat mau adu tinju rocky yg menang,negative
gimana fans bola udah pd nyadar bom justru yg cengengesan tutup dungu rocky gerung kalimat yg mau sampai emang putar situ aja point yg kalian apa sendiri aja catat garis start yg sampai tdk yg kualitas smua orng erti bahasa ilmu dosen sekalipun mahasiswa yg situ apa yg petik dr rg duduk perkara saling tuding dah gitu aja,negative
rg ahli sastra filsafat mitologi yunani yg pakai nyambung ajak debat nkri mitologi garuda pancasila yg eks leluhur bhinneka tunggal ika rg munafik tanya bukti malah tdk jawab rg bisa alih bicara etika rg sama sekali tdk rg dosen provokatif byk khayal nya,negative
yg hebat ngomong roki gerung otak cerdas,negative
seporter indonesia dgn menyatakn rg musuh kmi sama kmi gk peduli lu ngomong politik tpi bila menyengol timnas kmi anggap kamu musuh,negative
real rakyat pake jas biru marah marah arti hasut setan,negative
detik cuma muter ngomong kesana kemari gak faedah,negative
yg ngomong cuma jilat,negative
bung rocky baik,positive
ngaku ngaku,negative
tenang rg dekat sm iya rg puny dasar ilmu bela diri yg mumpuni sih aq pernah dengar,negative
silfester sarjana hukum abal abal kayakny tuh sangat dangkal ilmuny,negative
bicara dr tdi org hukum tpi gk paham,negative
hahaha suruh ajar puasa biar bs tahan emosi,negative
pancing emosi karna kala debat langsung kata kasar ngk sopan urus pribadi org campur roki bkn ngk laku tp mmg ngk mau istri kalau mau bnyk org hebat yg mau sm rebut mala tp roki yg ngk mau makanya kalau rasa ngk sanggup debat dgn roki qrung jgn cb lawan roki akhir nya malu sendiri,negative
ngaku dewr,negative
kapok ora kowe kuliah lha manster lho,negative
wkwkwk paleng mah keren lah pokok bung rg,negative
mantap bung rocki,positive
silvester kocak wkwkwkwkwk bahasa gaya pakai sama kaya orang politik ken viral bung rocky kenal bodoh sendiri,negative
bung rocky harap banget kena tampol tp lawan kaga berani,negative
