cleaned_stemmed,sentiment_prediction
rocky gerung bawa keliling banding rocky gerung licik pandang lemah orang,negative
rocky teori praktek jamin beranta,positive
kritikus cerdas bahasa jorok rocky kritikus sejati etika bahasa orang emosi karna bahasa kritik jelas rocky lebar,negative
rocky asli cerdas jelas ilmu tahu rumit sulit erti jelas cerdas mudah kali orang cerdas jelas simpel mudah erti logika rocky rumit emosi orang rocky jelas lebar cerdas rocky,negative
success free jilat wwkkwkwk,positive
lanjut,positive
serunyaa,positive
ngaur ngaur ngaco,negative
gilaa keren banget episode,negative
hahaha ngaku orang hukum debat pancing pake kasar ikan cupang pancing emosi nih,negative
baju biru hina nama orang yebelin banget sih,negative
nothingness tulis sartre martin heidegger nulis judul time tukar,negative
guna rocky,positive
tolong lh bimbing filgester sepi keroyok rame,negative
otak udah kena uang korupsi berani klaim jokowi sdngan nabi muhamad catat sejarah ragu hati,negative
ulang ngakak tonton bodoh silfester,negative
pasal undang undang langgar jokowi uu ubah enak jidak,positive
rocky gerung ruang debat lancar tuduh argumen bukti bukti simplle putar putar jauh ngeles jijik ngapain debat bawa bawa isi buku emang kampus,negative
bosan nnton,negative
masalh pribadi masalh negara nyambung,positive
gr pnya bukti blang pnya bkti dtanya bkti cma balik ja gr da guna,negative
ngaku,positive
dungguu,negative
bansos cawe cawe yah,negative
undang rocky otak,negative
malu tuna,negative
panik rocky tutup tidak tahu putar putar,negative
roko basemi cundang kerong,negative
residivis mantan napi tau parsimoni mantan napi si manusia silver telusur rekam jejak,negative
pribadi rocky gerung profesor dungu sok pintar bicara semena kayak berani orang pinter orang kritik kritik rocky gerung lewat,negative
rocky cakap tong kosong,negative
buzzer jilat muncul,negative
silfester otak hajar boss rocky mantapp,positive
yahh pancing,negative
rocky gerung ngomong politik sejajar habis ngomong ahli filsafat sorry ya silfer mending debat kuasa materi pelanting malu kasih coment rocky gerung bicara bola insan bola perhati bola jurnalis bola tolong masyarakat indonesia tabrak pandang loe bodoh bola tonton nikmat gol tolong timnas wajib bela noda juang timnas lawan ultras paham,negative
bukti kebodohanya cerdas emosional rocky lehih unggul cerdas emosional,positive
anjir full bantai mah silfester malu nontonnya,negative
ikan pancing kelas kali rocky ah,negative
silfer qodori armando budi ari noel andi asrun salfator kuntadi ngabalin panel barus geng solo,negative
beda level rocky wkwkwkk,negative
ngabalin part sekian,positive
rocky gerung putar,negative
dosen versus acara gaasspooll,positive
success free jilat,positive
dungu debat emosi sprri rocky debat emosi,negative
gerung sok pinter,positive
orang aneh kasih panggung,negative
dungu emosi,negative
hahaa rocky gerung ahli filsuf lawan nyambung otak ujung emosi,negative
debat pakai emosi lihat skrang orang prabowoo,negative
rocky bodoh milik benar ehh langsung emosi payah pikir,negative
rocky party lawyer teori,positive
mantap cerdas bang rocky,positive
ngomong,negative
kosong,positive
koreksi om rocky nothingness sartre heidegger sisa joss mantap,positive
asli penasaran banget duduk sana bela mulyono gibrin kesang bayar ya bela rakyat segitu kah,negative
bang rocky dasar kerangka pikir debat debat orang orang paham debat,negative
bener rocky gerung cundang bukti cawe cawe,negative
rocky sampeyan bilang bodoh orang malu maluin ui ajha sampeyan dosen ui,negative
sehat bang rocky silfester sampah,negative
tampar keras inews undang si jilat adu tinju rocky menang,negative
gimana fans bola udah pd nyadar bom cengengesan tutup dungu rocky gerung kalimat emang putar situ point catat garis start kualitas smua orang erti bahasa ilmu dosen mahasiswa situ petik rocky gerung duduk perkara tuding gitu,negative
rocky gerung ahli sastra filsafat mitologi yunani pakai nyambung ajak debat nkri mitologi garuda pancasila eks leluhur bhinneka tunggal ika rocky gerung munafik bukti rocky gerung bisa alih bicara etika rocky gerung rocky gerung dosen provokatif khayal,negative
hebat ngomong rocky gerung otak cerdas,negative
seporter indonesia menyatakn rocky gerung musuh kmi kmi peduli ngomong politik menyengol timnas kmi anggap musuh,negative
real rakyat pake jas biru marah marah hasut setan,negative
detik putar ngomong kesana kemari faedah,negative
ngomong jilat,negative
rocky baik,positive
ngaku ngaku,negative
tenang rocky gerung dekat iya rocky gerung puny dasar ilmu bela mumpuni sih dengar,positive
silfester sarjana hukum abal abal kayakny tuh dangkal ilmuny,negative
bicara tdi orang hukum paham,negative
hahaha suruh ajar puasa biar tahan emosi,negative
pancing emosi karna debat langsung kasar sopan urus pribadi orang campur rocky laku istri orang hebat rebut mala roki sanggup debat rocky qrung cb lawan rocky malu,negative
ngaku dewr,negative
kapok ora kowe kuliah lha manster lho,negative
paleng mah keren pokok rocky gerung,negative
silfester kocak wkwkwkwkwk bahasa gaya pakai kaya orang politik ken viral rocky kenal bodoh,negative
rocky harap banget kena tampol lawan kaga berani,negative
sil si raja ngeles,negative
tolong jngn undang silver,positive
mulyono suka pelihara silver,positive
makasih silfester hibur,negative
rocky menhina penting dunguotu pimpin gerja,positive
knapa pasal bicara kasar bilang bodoh,negative
rocky gerung pancing orang debat panas sok pintar mengurui orang wajar silfester marah katain bodoh publik indonesia klu marah bilang,negative
rocky versus silfester ya rocky laah menang silfester aktor film rocky gerung best orang cerdas jenius tantang debat rocky gerung knock,positive
emosi ngeliatin goblok debat kena mental,negative
prof rocky gerung trlahir mnjadi pahlawan negri lurus bengkok,negative
orang beril santai,negative
ngakak banget sumpah lihat silfester untung keluarga sodara malu banget sumpah,negative
silfester sosmed ya ya responnya komentar netizen kontra dengan,positive
indonesia pemuda tara rocky gerung biar indo steril jilat parakorupsi negeri,negative
tahu kuat,positive
rocky putar putar,negative
silfester cocok babysit jubir keluarga,positive
kontrol manajemen emosi salah krusial,negative
smngat bang rocky udah bikin orang emosi,negative
gile sikat miring filsuf,negative
nothingness sartre heidegger,negative
kasihan bang roccky marahin guru dungu,negative
tonton bodoh silfester,negative
debat anak anjir kwkwk sakit perut ketawa,negative
rocky guna proleta indonesia,positive
rocky gerung omon ggak kerja ggak uang kawin bentuk institusi rumah tangga ggak kasih sumbang negara,negative
orang pancing,negative
buset sd udah baca pas rocky baca nalah,negative
rocky salah lindung giring opini akan lawan bodoh kasih keras orang gin hajar,negative
tinju orang pintar bicara kuasa dunia asah panah asah pedang diam senggol serang sindir,negative
perang debat fitnah sana,negative
ngaku jilat,negative
seemoga mahasiswa ilmu beeranfaat terbaawa arus,negative
kalah debat ngamukk malu maluin mantap rockyy,positive
hahaha bang rocky maju,positive
rocky putar putar pake istilah hukum hapus debat pake bahasa akademik serang lawan debat,negative
giring pikir rocky gerung goall,positive
mantap bang rocky nyambung jelas ikut jilat empty head ngimbangi,positive
bner level,positive
kayak anak tk,negative
bodoh bodohin orang dpn etis ya,negative
silfester wkakakakaakkakaka dungu buka olehhya,positive
silfester ilmu akademis kodok tempurung,positive
ngamok,negative
bawa acara cipta kacau debat pikir jual tonton orang peduli dengar indonesia bawa acara kacau,negative
jah anjir liat banget beril pake marah,negative
rocky gerung sipp,positive
contoh ya adik netizen debat syarat knowledge kontrol penuh emosi udah,negative
orang panggil medsos tangkap turun dadzal laku laku nikah,negative
si aiman fungsi sih ko kayak provokator ya,negative
rocky gerung bukti angka lngsung dst rocky gerung pilih rumit tunjuk kualitas publik speakingnya rocky gerung mampu mana angka manipulasi otak sugesti otak fokus situasi otak terima nangkep hasil karna karna rocky gerung giring sugesti otak rumit pakai mahasiswa pinter pinter masuk sugesti orang indonesia butuh mulut ubah dunia,positive
iya bang hukum,positive
lari fakta,negative
hai novel pulang ulang kalih penjilak syahril penjilak,negative
tolak lupa dungu sie silfester,negative
gerung kerja ketua rt rukun tetangga salam waras,positive
gimana dungu orang,negative
rocky gerung cacing panas,negative
gerung diam cacing panas dukung jokowi cacing panas,positive
susah parah kah orang hukum negeri,negative
ngamuk,negative
orang solo segitunya bela om mulyono yo onok koyo ngono,negative
suka rocky gerung benci bnyak orang hipnotis rocky gerung bicara pintar rocky orang mnyukai pengaruh bicara padhl rocky gerung kerja orang kritik alias omong doang,negative
terima kasih prof rocky cerdas bangsa,positive
emang undang acara uang si,negative
gerung cacing panas,negative
maaf rocky gerung stress cacing panas gerung sokpinter kerja ketua rt rukun tetangga udah bagus,positive
ciee kalah debat,negative
temen samping garuk kepala,negative
silfester sudut ngomongnya amburadul,negative
ken,positive
ken like,positive
musang,positive
wawas,negative
wawas,negative
ilmu rocky,positive
kacung marah marah,negative
baca rocky garong sok ngajarin orang,negative
malu jokowi dukung bogoh kaya gin,negative
ap silfester,positive
pacta sunt servanda temu pasal kuhper bunyi janji sah laku undang undang buat beda ikat timbul janji ikat janji ikat hukum janji sah sah ikat moral tuntut hukum janji sah penuh syarat syarat tentu pasal kuhper sepakat kecacakapan hukum objek janji halal larang,negative
orang awam sudi orang,negative
undang orang ngotot,negative
undang mas debat orang mas,negative
jilat otak ilmu andal gimana ngejongos sempurna,positive
rocky cerdass tanah langit ilmuwan si selferter gaya bahasa tingkat kaya preman ajah kalah debat,negative
kasi si silfester,positive
dukung silfester rocky rocky cari suka komentar hidup orang rating debat rocky versus silfester silfester menang telak,positive
darah adu argumen rocky gerung,negative
si dungu mah bilang silah lanjut cerita,negative
rocky gerung mantaap pahlawan rakyat indonesia,positive
atur lingkar tq,positive
kelass rocky,positive
bukti ngapain debat,negative
malu tonton dungu,negative
tidak mampu sisa mampu emosional,neutral
terang terang apa dasar anak ips,positive
banyak teori nothing rocky gerung,neutral
orang dungu orang kontrol publik successful rocky gerung,negative
orang hukum tzhu pacta sun srrvandz,negative
hahaha bain yq silfester biar pintar hahaha,positive
fenomena ajar orang emosi bodoh muka,negative
ngundang nanggap badut politik hubung basmi koruptor jilat timur bicara suka nunjuk,negative
hh malu orang bju biru,negative
prabowo toleh si silfester,negative
semangat om rocky gerung bongkar tikus tikus das jilat,positive
besh bang rocky,positive
alangkah baik rocky gerung nikah nikita mirzani kontroversi dunia,negative
susah lawan omong si rocky gerung mah ngeyel orang ngerasa mandang orang salah ngerasa cerdas bablas isi pikir emng nalar penuh janggal orang gin omong kontroversial mning abai udah watak yah susah,negative
sih silfester rocky nyebut,negative
bilang sd baca buku gilir tx orang bodoh ngerti maksd rocky,negative
super super dunggoo si silfester,positive
mantapp rocky top markotop penuh tenang emosi santun tenang,positive
ngakak anjg orang hukum tanyain ajar ngerti susah skripsi nembak,negative
silfester guna bangsa hidup rocky gerung cerdas anak bangsa,negative
pancing,positive
terima kasih bu rocky rocky party,positive
emosi liat begnya,negative
rocky gerung bukti pakai putar putar pancing emosi esensi beliau bukti lupa lucu ikan bener pancing,negative
rocky gerung kulit cinta sepakbola indonesia karma real,positive
rocky best sia debat orang dungu lawan kualitas emosi,positive
makanyaa dengar motong ngak tau aduhh gimana ituhh rusak,negative
susah debat orang emosi,negative
subscribe gara mo lihat rocky gerung best argumen,positive
rocky gerung omong putar putar inti ujung,negative
rocky musuh suporter sepak bola indonesia,negative
emang mantap rocky lawan bingung ujung ujung emosi,positive
omong mending diam,negative
rocky ngomong kaya orang didik sok pinter,negative
silfester kena mental emosi kontrol rocky tahu kasih bukti logika gin pancing kalah sehat rocky gerung,negative
rakyat bodoh stlah tanyangan tau orang oaling bodoh oada,negative
gg bang rocky emosain silfester wkwwk dikatain bodoh dungu emosi silfester nagtain bang rocky bujang lapuk bubg rocky tenang santai,negative
silfester diketawain baca pas,negative
seri ng ngobrol bang rokcy cerdas lihat nonton selvester kesel susah enak cair nama,positive
rocky national treasure milik negara kudu jaga akademisi kritis ahli filsafat netral salah segan kritisi,negative
hadeeh,positive
kalah telak,negative
dungu rocky gerung lawan jelas uda detail rocky gerung kaleng boss,negative
slow rocky,positive
silfester ijasanya beli brpa duit ya,negative
lucu banget,positive
kren rocky jt jiwa pola pikir rocky indonesia jaya moga lahir generasi rocky,positive
sedih politikus debat marah rakyat butuh orang tenang dunia,negative
rocky mutu,positive
bagus mahasi wa dlu ketua malu maluin,positive
bicara hukum orang sja thau,negative
njir silfester bahan olok panggung,negative
definisi debat tolol yah gituh kerja alih maju bang rocky dukung,positive
kakek rocky emang joss,positive
ikan pancing hahahhaha,positive
ok,positive
keliahatan bet ilmu,positive
kereen rocky orang smart,positive
fact surpanda janji jokowi menapati janjiny diucapkn ankny akn politik tetp nyatany hemm,negative
mantap rocky gerung silfester lanjur dungu,positive
rocy hidup cuman teori fakta andal rocy negara cuman orang tarik teri suka tau teori fakta tolak,negative
ring,positive
rocky gerung malu orang bayar tutup keslhan junjung anak sepakat rocky gerung orang sakit hati cinta dihianati rocky sambung lidah rakyat kecewa hogake naruto omong kosong bayar mendpt jabat apa prasangka buruk ya silah bukti berani mesti rocky cidori jantung sibacot,negative
